Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"2,342",Ippadai Vellum,"$19,710",-,-,"$19,710",100%
"2,343",Trafficked,"$19,698","$19,698",100%,-,-
"2,344",Dennis Skinner: Nature of the Beast,"$19,694",-,-,"$19,694",100%
"2,345",Toks gyvenimas,"$19,635",-,-,"$19,635",100%
"2,346",The Young with No Fear,"$19,564",-,-,"$19,564",100%
"2,347",My Pure Land,"$19,559",-,-,"$19,559",100%
"2,348",Behead the King,"$19,537",-,-,"$19,537",100%
"2,349",BOSTON: An American Running Story 2017 Re-release,"$19,499","$19,499",100%,-,-
"2,350",The Dragon Defense,"$19,491",-,-,"$19,491",100%
"2,351",Lust,"$19,477",-,-,"$19,477",100%
"2,352",Property of the State,"$19,434",-,-,"$19,434",100%
"2,353",Kharms,"$19,431",-,-,"$19,431",100%
"2,354",Mansfield 66/67,"$19,390","$17,930",92.5%,"$1,460",7.5%
"2,355",House of Norway,"$19,365",-,-,"$19,365",100%
"2,356",Please Keep Away,"$19,287",-,-,"$19,287",100%
"2,357","The Rolling Stones Olé, Olé, Olé!: A Trip Across Latin America","$19,132",-,-,"$19,132",100%
"2,358",That Most Important Thing: Love,"$19,120","$19,120",100%,-,-
"2,359",The Curse of Robert the Doll,"$19,096",-,-,"$19,096",100%
"2,360",El dolo,"$19,031",-,-,"$19,031",100%
"2,361",Rupinder Gandhi 2: The Robin Hood,"$18,947",-,-,"$18,947",100%
"2,362",Foam Party!,"$18,892",-,-,"$18,892",100%
"2,363",Crazy Journey,"$18,801",-,-,"$18,801",100%
"2,364",An Ordinary Man,"$18,754",-,-,"$18,754",100%
"2,365",Laimingas bilietas,"$18,742",-,-,"$18,742",100%
"2,366",The Illusionauts 2017 Re-release,"$18,689",-,-,"$18,689",100%
"2,367",Rift,"$18,622",-,-,"$18,622",100%
"2,368",Bobbi Jene,"$18,579","$18,579",100%,-,-
"2,369",Anbanavan Asaradhavan Adangadhavan,"$18,552",-,-,"$18,552",100%
"2,370",All the Rage,"$18,489","$18,489",100%,-,-
"2,371",The Ghoul,"$18,459","$2,032",11%,"$16,427",89%
"2,372",A tökéletes gyilkos,"$18,360",-,-,"$18,360",100%
"2,373","Intent to Destroy: Death, Denial & Depiction 2017 Re-release","$18,340","$18,340",100%,-,-
"2,374",SHOT! The Psycho-Spiritual Mantra of Rock,"$18,295","$15,157",82.8%,"$3,138",17.2%
"2,375",Buitres: No es un día más,"$18,237",-,-,"$18,237",100%
"2,376",Era of Dance,"$18,205",-,-,"$18,205",100%
"2,377",Love in the City,"$18,126",-,-,"$18,126",100%
"2,378",Three Sisters,"$17,971",-,-,"$17,971",100%
"2,379",The Last Shaman,"$17,844","$17,844",100%,-,-
"2,380",Interlude City,"$17,812",-,-,"$17,812",100%
"2,381",Prick Up Your Ears 2017 Re-release,"$17,801",-,-,"$17,801",100%
"2,382",Escapes,"$17,778","$17,778",100%,-,-
"2,383",Guru,"$17,750",-,-,"$17,750",100%
"2,384",Sacred,"$17,740","$17,740",100%,-,-
"2,385",Manhattan 2017 Re-release,"$17,736",-,-,"$17,736",100%
"2,386",Bogan,"$17,717",-,-,"$17,717",100%
"2,387",Winter at Westbeth,"$17,689",-,-,"$17,689",100%
"2,388",Bad Grandmas,"$17,688","$17,688",100%,-,-
"2,389",Perde: Ayn-i Cin,"$17,667",-,-,"$17,667",100%
"2,390",Let Me Go,"$17,653",-,-,"$17,653",100%
"2,391",Blue 2017 Re-release,"$17,621",-,-,"$17,621",100%
"2,392",Sukkar Barrah,"$17,596",-,-,"$17,596",100%
"2,393",Kills On Wheels 2016 Re-release,"$17,595","$15,898",90.4%,"$1,697",9.6%
"2,394",Suspiria 2017 Re-release,"$17,587",-,-,"$17,587",100%
"2,395",Sakka Podu Podu Raja,"$17,564",-,-,"$17,564",100%
"2,396",The Punk Voyage,"$17,517",-,-,"$17,517",100%
"2,397",El día de la cabra,"$17,440",-,-,"$17,440",100%
"2,398",Love Ni Bhavai,"$17,426",-,-,"$17,426",100%
"2,399",Northern Lights: A Journey to Love,"$17,337",-,-,"$17,337",100%
"2,400",Australia Day,"$17,333",-,-,"$17,333",100%
"2,401",Rise of the Footsoldier 3: The Pat Tate Story,"$17,181",-,-,"$17,181",100%
"2,402",Food Evolution,"$17,181","$17,181",100%,-,-
"2,403",Autumn Sonata,"$17,124",-,-,"$17,124",100%
"2,404",No One,"$17,071",-,-,"$17,071",100%
"2,405",Reset,"$16,953",-,-,"$16,953",100%
"2,406",Kin'iro mozaiku: Pretty Days,"$16,925",-,-,"$16,925",100%
"2,407",Forgetting Space,"$16,919",-,-,"$16,919",100%
"2,408","Slovenija, Avstralija in jutri ves svet","$16,874",-,-,"$16,874",100%
"2,409",Swim Team,"$16,783","$16,783",100%,-,-
"2,410",Sargi,"$16,711",-,-,"$16,711",100%
"2,411",Taranta on the road,"$16,702",-,-,"$16,702",100%
"2,412",DOGG,"$16,672",-,-,"$16,672",100%
"2,413",Lovelorn 399 Years,"$16,664",-,-,"$16,664",100%
"2,414",The Freedom to Marry,"$16,611","$16,611",100%,-,-
"2,415",Portrait of My Mother,"$16,610",-,-,"$16,610",100%
"2,416",Keyla,"$16,556",-,-,"$16,556",100%
"2,417",Brave New Jersey,"$16,544","$16,544",100%,-,-
"2,418",33 & Beyond: The Royal Art of Freemasonry,"$16,533","$16,533",100%,-,-
"2,419",Breaking News,"$16,489",-,-,"$16,489",100%
"2,420",Mission Control: The Unsung Heroes of Apollo,"$16,405","$16,405",100%,-,-
"2,421",Dying to Know: Ram Dass & Timothy Leary,"$16,397","$16,397",100%,-,-
"2,422","Journey to my boy, New Project","$16,374",-,-,"$16,374",100%
"2,423",One Flew Over the Cuckoo's Nest 2017 Re-release,"$16,354",-,-,"$16,354",100%
"2,424",Who's Gonna Love Me Now?,"$16,242",-,-,"$16,242",100%
"2,425","Stockholm, My Love","$16,241",-,-,"$16,241",100%
"2,426",Jian Bing Man 2017 Re-release,"$16,232",-,-,"$16,232",100%
"2,427",This is Our Land,"$16,182","$11,567",71.5%,"$4,615",28.5%
"2,428",All the Queen's Horses,"$16,172","$16,172",100%,-,-
"2,429",Sumarbörn,"$16,164",-,-,"$16,164",100%
"2,430",Myth Kill Joke,"$16,152",-,-,"$16,152",100%
"2,431",Oxidan,"$16,109",-,-,"$16,109",100%
"2,432",Sweet Home 2017 Re-release,"$16,049",-,-,"$16,049",100%
"2,433",Charged: The Eduardo Garcia Story,"$15,920","$15,920",100%,-,-
"2,434",Isoken,"$15,851",-,-,"$15,851",100%
"2,435",Defining Hope,"$15,788","$15,788",100%,-,-
"2,436",Salt Bridge,"$15,777",-,-,"$15,777",100%
"2,437",Yom men el-Ayyam,"$15,688",-,-,"$15,688",100%
"2,438",Pursuit,"$15,688",-,-,"$15,688",100%
"2,439",The Oscar Nominated Short Films 2017: Animation,"$15,644",-,-,"$15,644",100%
"2,440",Basmati Blues,"$15,605",-,-,"$15,605",100%
"2,441",X500,"$15,590",-,-,"$15,590",100%
"2,442",Uma Vida à Espera,"$15,584",-,-,"$15,584",100%
"2,443",A Fistful of Grapes 2017 Re-release,"$15,542",-,-,"$15,542",100%
"2,444",Jindua,"$15,526",-,-,"$15,526",100%
"2,445",Kathanayagan,"$15,515",-,-,"$15,515",100%
"2,446",Bachelors 2017 Re-release,"$15,446",-,-,"$15,446",100%
"2,447",Contemporary Color,"$15,305","$15,305",100%,-,-
"2,448",Seefood,"$15,287",-,-,"$15,287",100%
"2,449",Omar Al Azrak,"$15,127",-,-,"$15,127",100%
"2,450",Indrajith,"$15,092",-,-,"$15,092",100%
"2,451",Rebels on Pointe,"$15,088","$15,088",100%,-,-
"2,452",She Loves Me,"$15,063",-,-,"$15,063",100%
"2,453",Wolf Hunters,"$15,044",-,-,"$15,044",100%
"2,454",The Great Guys,"$14,955",-,-,"$14,955",100%
"2,455",Wings of Desire 2017 Re-release,"$14,905",-,-,"$14,905",100%
"2,456",Corralón,"$14,901",-,-,"$14,901",100%
"2,457",Last Night 2017 Re-release,"$14,846",-,-,"$14,846",100%
"2,458",Vince Giordano: There's a Future in the Past,"$14,807","$14,807",100%,-,-
"2,459",Depeche Mode: Live in Berlin,"$14,796",-,-,"$14,796",100%
"2,460",The Merger 2017 Re-release,"$14,742",-,-,"$14,742",100%
"2,461",Sweet Virginia,"$14,725","$11,753",79.8%,"$2,972",20.2%
"2,462",Da3doush,"$14,690",-,-,"$14,690",100%
"2,463",Show Me Your Love,"$14,667",-,-,"$14,667",100%
"2,464",Last Men in Aleppo,"$14,637","$14,637",100%,-,-
"2,465",Eraserhead 2017 Re-release,"$14,590",-,-,"$14,590",100%
"2,466",Wild Strawberries 2017 Re-release,"$14,524",-,-,"$14,524",100%
"2,467",Romantic Warrior,"$14,484",-,-,"$14,484",100%
"2,468",Antarctica: Ice and Sky 2017 Re-release,"$14,475","$14,475",100%,-,-
"2,469",El Fin de una Guerra,"$14,444",-,-,"$14,444",100%
"2,470",Måste gitt,"$14,430",-,-,"$14,430",100%
"2,471",Roslik y el pueblo de las caras sospechosamente rusas,"$14,393",-,-,"$14,393",100%
"2,472",Nenu Local,"$14,372",-,-,"$14,372",100%
"2,473",Destiny Among the Mountains,"$14,335",-,-,"$14,335",100%
"2,474",Machines,"$14,331","$9,710",67.8%,"$4,621",32.2%
"2,475",Summer with Monika,"$14,316",-,-,"$14,316",100%
"2,476",Farming Boys,"$14,315",-,-,"$14,315",100%
"2,477",Pescadores,"$14,286",-,-,"$14,286",100%
"2,478",Love Punch,"$14,213",-,-,"$14,213",100%
"2,479",Dear Other Self,"$14,185",-,-,"$14,185",100%
"2,480",The Sex Trip,"$14,178",-,-,"$14,178",100%
"2,481",Ac kapiyi cok fenayim,"$14,092",-,-,"$14,092",100%
"2,482",My Wife and I,"$14,087",-,-,"$14,087",100%
"2,483",Alla Wadaka,"$14,084",-,-,"$14,084",100%
"2,484",The White King,"$14,074",-,-,"$14,074",100%
"2,485",Spaceship,"$14,044",-,-,"$14,044",100%
"2,486",The Ghost of Monk's Island,"$13,886",-,-,"$13,886",100%
"2,487",Hunting Season,"$13,859",-,-,"$13,859",100%
"2,488",Sound of Nomad: Koryo Arirang,"$13,844",-,-,"$13,844",100%
"2,489",Parayi Bulduk,"$13,820",-,-,"$13,820",100%
"2,490",Podhuvaga En Manasu Thangam,"$13,761",-,-,"$13,761",100%
"2,491",The Eighth Day of the Week,"$13,739",-,-,"$13,739",100%
"2,492",The Magic Flute,"$13,710",-,-,"$13,710",100%
"2,493",Time to Die,"$13,707","$13,707",100%,-,-
"2,494",Red Trees,"$13,666","$13,666",100%,-,-
"2,495",Oculus 2017 Re-release,"$13,664",-,-,"$13,664",100%
"2,496",Saber Crecer,"$13,660",-,-,"$13,660",100%
"2,497",Troublers,"$13,651",-,-,"$13,651",100%
"2,498",Afterlov,"$13,627",-,-,"$13,627",100%
"2,499",The Seventh Seal 2017 Re-release,"$13,619",-,-,"$13,619",100%
"2,500",Jattu Engineer,"$13,533",-,-,"$13,533",100%
"2,501",Shadowman,"$13,498","$13,498",100%,-,-
"2,502",Ezra 2017 Re-release,"$13,488",-,-,"$13,488",100%
"2,503",La noche más fría,"$13,472",-,-,"$13,472",100%
"2,504",Kojot,"$13,453",-,-,"$13,453",100%
"2,505",Neruppu Da,"$13,429",-,-,"$13,429",100%
"2,506",Solaris 2017 Re-release,"$13,352",-,-,"$13,352",100%
"2,507",The Free Man,"$13,238",-,-,"$13,238",100%
"2,508","Intent to Destroy: Death, Denial & Depiction","$13,194","$13,194",100%,-,-
"2,509",Jaya Janaki Nayaka,"$13,125",-,-,"$13,125",100%
"2,510",Atçali Kel Mehmet,"$13,122",-,-,"$13,122",100%
"2,511",Lady Bloodfight,"$13,109",-,-,"$13,109",100%
"2,512",Dragon Blade 2017 Re-release,"$13,035",-,-,"$13,035",100%
"2,513",Wrath,"$12,968",-,-,"$12,968",100%
"2,514",The Last Rampage,"$12,944","$6,294",48.6%,"$6,650",51.4%
"2,515",Taipei Story,"$12,897","$12,897",100%,-,-
"2,516",Write or Dance,"$12,875",-,-,"$12,875",100%
"2,517",Krazzy Tabbar,"$12,874",-,-,"$12,874",100%
"2,518",Permanent,"$12,847","$12,847",100%,-,-
"2,519",Empatía,"$12,815",-,-,"$12,815",100%
"2,520",Nhma,"$12,810",-,-,"$12,810",100%
"2,521",Junction 48,"$12,795","$12,795",100%,-,-
"2,522",Alice in the Cities 2017 Re-release,"$12,751",-,-,"$12,751",100%
"2,523",Love and Redemption,"$12,726",-,-,"$12,726",100%
"2,524",Heal,"$12,668","$12,668",100%,-,-
"2,525",Lipstick Under My Burkha,"$12,657",-,-,"$12,657",100%
"2,526",Ivan,"$12,633",-,-,"$12,633",100%
"2,527",Eat Locals,"$12,620",-,-,"$12,620",100%
"2,528",Le jour J,"$12,585",-,-,"$12,585",100%
"2,529",Huellas,"$12,577",-,-,"$12,577",100%
"2,530",THE MASTER,"$12,536",-,-,"$12,536",100%
"2,531",Another Way,"$12,516",-,-,"$12,516",100%
"2,532",The Umbrellas of Cherbourg 2017 Re-release,"$12,508",-,-,"$12,508",100%
"2,533",Happiness of Shunde Family,"$12,488",-,-,"$12,488",100%
"2,534",Garantía personal,"$12,485",-,-,"$12,485",100%
"2,535",El silencio,"$12,483",-,-,"$12,483",100%
"2,536",Fanny and Alexander 2017 Re-release,"$12,467",-,-,"$12,467",100%
"2,537",Kenny,"$12,415",-,-,"$12,415",100%
"2,538",Seven Beauties,"$12,408","$12,408",100%,-,-
"2,539",Il Volo Con Placido Domingo,"$12,366",-,-,"$12,366",100%
"2,540",Motherland Hotel,"$12,328",-,-,"$12,328",100%
"2,541",Sari sicak,"$12,313",-,-,"$12,313",100%
"2,542",Gamlinginn 2,"$12,279",-,-,"$12,279",100%
"2,543",4 Days in France,"$12,273","$12,273",100%,-,-
"2,544",Bir Annenin Feryadi,"$12,247",-,-,"$12,247",100%
"2,545",Mulholland Drive 2017 Re-release,"$12,218",-,-,"$12,218",100%
"2,546",Darkness Rising,"$12,198",-,-,"$12,198",100%
"2,547",Kirik Party,"$12,195",-,-,"$12,195",100%
"2,548",Dhaka Attack,"$12,181",-,-,"$12,181",100%
"2,549",Euthanizer,"$12,057",-,-,"$12,057",100%
"2,550",Cereyan,"$12,008",-,-,"$12,008",100%
"2,551",Mantaka Mahzoura,"$11,985",-,-,"$11,985",100%
"2,552",Christmas All Over Again,"$11,972",-,-,"$11,972",100%
"2,553",Autumn Sonata 2017 Re-release,"$11,959",-,-,"$11,959",100%
"2,554",Jasper Jones,"$11,951",-,-,"$11,951",100%
"2,555",Road to the Sky,"$11,933",-,-,"$11,933",100%
"2,556",Frank Serpico,"$11,925","$11,925",100%,-,-
"2,557",All This Panic,"$11,891",-,-,"$11,891",100%
"2,558",Noche herida,"$11,881",-,-,"$11,881",100%
"2,559",Exit,"$11,834",-,-,"$11,834",100%
"2,560",La Sargento Matacho,"$11,781",-,-,"$11,781",100%
"2,561",Vuelo nocturno: La leyenda de las princesitas argentinas,"$11,758",-,-,"$11,758",100%
"2,562",The Invisible Hand,"$11,743",-,-,"$11,743",100%
"2,563",A Marriage Story,"$11,686",-,-,"$11,686",100%
"2,564",La Strada 2017 Re-release,"$11,674",-,-,"$11,674",100%
"2,565",Halal Daddy,"$11,662",-,-,"$11,662",100%
"2,566",Southbound 2017 Re-release,"$11,610",-,-,"$11,610",100%
"2,567",The Tribes of Palos Verdes,"$11,603","$11,603",100%,-,-
"2,568",Nirvana,"$11,560",-,-,"$11,560",100%
"2,569",Paul à Québec,"$11,552",-,-,"$11,552",100%
"2,570",There Were We,"$11,550",-,-,"$11,550",100%
"2,571",Soy tu karma,"$11,547",-,-,"$11,547",100%
"2,572",Damat Kogusu,"$11,514",-,-,"$11,514",100%
"2,573",Pappa Tamne Nahi Samjaay,"$11,471",-,-,"$11,471",100%
"2,574",Stonehearst Asylum 2017 Re-release,"$11,455",-,-,"$11,455",100%
"2,575",Beside Bowie: The Mick Ronson Story,"$11,400","$11,400",100%,-,-
"2,576",A Viagem,"$11,373",-,-,"$11,373",100%
"2,577",Brakes,"$11,352",-,-,"$11,352",100%
"2,578",Gueumul,"$11,333",-,-,"$11,333",100%
"2,579",Saigon Bodyguards,"$11,314","$11,314",100%,-,-
"2,580",Vábenie výsok,"$11,296",-,-,"$11,296",100%
"2,581",Wilderness Gas Station,"$11,280",-,-,"$11,280",100%
"2,582",Virginia Casta,"$11,240",-,-,"$11,240",100%
"2,583",The Pathological Optimist,"$11,222","$11,222",100%,-,-
"2,584",Don't Forget About Me,"$11,196",-,-,"$11,196",100%
"2,585",We Are Family,"$11,191",-,-,"$11,191",100%
"2,586",Hellraiser 2017 Re-release,"$11,166",-,-,"$11,166",100%
"2,587",Darbareye Elly 2017 Re-release,"$11,108",-,-,"$11,108",100%
"2,588",Behind the Column,"$11,099",-,-,"$11,099",100%
"2,589",The Challenge,"$11,043","$11,043",100%,-,-
"2,590",The Ploy 2017 Re-release,"$11,016",-,-,"$11,016",100%
"2,591",Hara Hara Mahadevaki,"$11,009",-,-,"$11,009",100%
"2,592",The Silence of the Lambs 2017 Re-release,"$10,962",-,-,"$10,962",100%
"2,593",Hizli ve Tüplü,"$10,941",-,-,"$10,941",100%
"2,594",Words and Pictures 2017 Re-release,"$10,937",-,-,"$10,937",100%
"2,595",Never Said Goodbye,"$10,935",-,-,"$10,935",100%
"2,596",Taste of Cherry,"$10,923",-,-,"$10,923",100%
"2,597",WEAPONiZED,"$10,857",-,-,"$10,857",100%
"2,598",Brain on Fire,"$10,846",-,-,"$10,846",100%
"2,599",Santificar lo profano,"$10,808",-,-,"$10,808",100%
"2,600",Hollow in the Land,"$10,688",-,-,"$10,688",100%
"2,601","Me, Myself & Her 2017 Re-release","$10,676",-,-,"$10,676",100%
"2,602",Oxygen,"$10,640",-,-,"$10,640",100%
"2,603",Lovesong,"$10,626","$10,626",100%,-,-
"2,604",Anando Brahma,"$10,588",-,-,"$10,588",100%
"2,605",Darling,"$10,585",-,-,"$10,585",100%
"2,606",Monk,"$10,580",-,-,"$10,580",100%
"2,607",Life in Four Elements,"$10,557",-,-,"$10,557",100%
"2,608",Deep In My Heart,"$10,526",-,-,"$10,526",100%
"2,609",Clarence,"$10,495","$10,495",100%,-,-
"2,610",Within,"$10,424",-,-,"$10,424",100%
"2,611",Perros,"$10,371",-,-,"$10,371",100%
"2,612",Painted Woman,"$10,298","$10,298",100%,-,-
"2,613",Path Of The Soul,"$10,278",-,-,"$10,278",100%
"2,614",Amelia 2.0,"$10,233","$10,233",100%,-,-
"2,615",Tales from the Lakeside,"$10,209",-,-,"$10,209",100%
"2,616",Elf on the Run,"$10,205",-,-,"$10,205",100%
"2,617",Scenes from a Marriage,"$10,146",-,-,"$10,146",100%
"2,618",Self-Criticism of a Bourgeois Dog,"$10,081",-,-,"$10,081",100%
"2,619",The Sunshine Makers,"$10,042","$10,042",100%,-,-
"2,620",Kalavaadiya Pozhuthugal,"$10,031",-,-,"$10,031",100%
"2,621",Epifanía,"$9,987",-,-,"$9,987",100%
"2,622",North by Northwest 2017 Re-release,"$9,950",-,-,"$9,950",100%
"2,623",A Dark Song,"$9,919",-,-,"$9,919",100%
"2,624",Eternal Love,"$9,869",-,-,"$9,869",100%
"2,625",Hjarstastein,"$9,844",-,-,"$9,844",100%
"2,626",Outlaws and Angels,"$9,798",-,-,"$9,798",100%
"2,627",Forbidden Zone,"$9,780",-,-,"$9,780",100%
"2,628",In the Fog,"$9,772",-,-,"$9,772",100%
"2,629",Swinger,"$9,765",-,-,"$9,765",100%
"2,630",Pelle the Conqueror 2017 Re-release,"$9,757","$9,757",100%,-,-
"2,631",With the Lips Closed,"$9,710",-,-,"$9,710",100%
"2,632",Nefrin,"$9,694",-,-,"$9,694",100%
"2,633",Lai Dahile,"$9,685",-,-,"$9,685",100%
"2,634",The Idea of a Lake,"$9,669",-,-,"$9,669",100%
"2,635",The Fixer,"$9,669",-,-,"$9,669",100%
"2,636",Al Desierto,"$9,644",-,-,"$9,644",100%
"2,637",Unrest 2017 Re-release,"$9,607",-,-,"$9,607",100%
"2,638",A Idiot Lost in Xiangxi,"$9,565",-,-,"$9,565",100%
"2,639",Living Proof,"$9,512","$9,512",100%,-,-
"2,640",Kittu Gadu Unnadu,"$9,458",-,-,"$9,458",100%
"2,641",Yuddham Sharanam,"$9,451",-,-,"$9,451",100%
"2,642",Smiles of a Summer Night 2017 Re-release,"$9,441",-,-,"$9,441",100%
"2,643",Memories,"$9,439",-,-,"$9,439",100%
"2,644",Marita,"$9,425",-,-,"$9,425",100%
"2,645",Princess Yang Kwei-fei,"$9,398",-,-,"$9,398",100%
"2,646",Miss Kiet's Children 2017 Re-release,"$9,384","$9,384",100%,-,-
"2,647",A Story from Chikamatsu,"$9,311",-,-,"$9,311",100%
"2,648",LoveTrue,"$9,309",-,-,"$9,309",100%
"2,649",Cervená,"$9,308",-,-,"$9,308",100%
"2,650",Europe '51,"$9,269",-,-,"$9,269",100%
"2,651",Chubby Funny,"$9,263",-,-,"$9,263",100%
"2,652",The Reef 2: High Tide 2017 Re-release,"$9,159",-,-,"$9,159",100%
"2,653",Blood Simple 2017 Re-release,"$9,148",-,-,"$9,148",100%
"2,654",Thirst Street,"$9,129","$9,129",100%,-,-
"2,655",The Big Wave,"$9,120",-,-,"$9,120",100%
"2,656",Lycan,"$9,110","$9,110",100%,-,-
"2,657",The Eyes,"$9,104","$9,104",100%,-,-
"2,658",Julian Schnabel: A Private Portrait,"$9,103","$9,103",100%,-,-
"2,659",Dogs Without Names,"$9,093",-,-,"$9,093",100%
"2,660",Cries & Whispers 2017 Re-release,"$9,073",-,-,"$9,073",100%
"2,661",Journey to the Sea,"$9,069",-,-,"$9,069",100%
"2,662",Un caballo llamado Elefante,"$9,034",-,-,"$9,034",100%
"2,663",Revolt,"$8,986",-,-,"$8,986",100%
"2,664",Bir damla ates,"$8,965",-,-,"$8,965",100%
"2,665",Mario on Tour,"$8,927",-,-,"$8,927",100%
"2,666",Echo of Time,"$8,878",-,-,"$8,878",100%
"2,667",Seni Gidi Seni,"$8,861",-,-,"$8,861",100%
"2,668",The Woman of Rumour,"$8,860",-,-,"$8,860",100%
"2,669",Ptitsa 2017 Re-release,"$8,860",-,-,"$8,860",100%
"2,670",PSV Garuda Vega,"$8,849",-,-,"$8,849",100%
"2,671",The Ghazi Attack,"$8,812",-,-,"$8,812",100%
"2,672",Daddy,"$8,808",-,-,"$8,808",100%
"2,673",The Dead Nation,"$8,804",-,-,"$8,804",100%
"2,674",Lasaòa De Mono,"$8,710",-,-,"$8,710",100%
"2,675",Amnesia,"$8,700","$8,700",100%,-,-
"2,676",Ghana Must Go,"$8,643",-,-,"$8,643",100%
"2,677",Extortion,"$8,617",-,-,"$8,617",100%
"2,678",Düzensiz Düzenbazlar,"$8,569",-,-,"$8,569",100%
"2,679",Inspector Maigret,"$8,528","$8,528",100%,-,-
"2,680",God's Not Dead 2017 Re-release,"$8,475",-,-,"$8,475",100%
"2,681",Señora Haidi,"$8,468",-,-,"$8,468",100%
"2,682",We Are the Flesh,"$8,438","$8,438",100%,-,-
"2,683",Esteros,"$8,404",-,-,"$8,404",100%
"2,684",In a Lonely Place 2017 Re-release,"$8,401",-,-,"$8,401",100%
"2,685",Gilbert,"$8,362","$8,362",100%,-,-
"2,686",Hamah,"$8,357",-,-,"$8,357",100%
"2,687",Natasha,"$8,325","$8,325",100%,-,-
"2,688",Mr. Chibbs,"$8,302","$8,302",100%,-,-
"2,689",Served Like a Girl,"$8,290","$8,290",100%,-,-
"2,690",I Will Be In The Music,"$8,264",-,-,"$8,264",100%
"2,691",Le Doulos 2017 Re-release,"$8,235",-,-,"$8,235",100%
"2,692",All About My Mother 2017 Re-release,"$8,231",-,-,"$8,231",100%
"2,693",Start Over Tonight,"$8,224",-,-,"$8,224",100%
"2,694",Wish to Wash with Rain,"$8,203",-,-,"$8,203",100%
"2,695",Pasaje al amanecer,"$8,193",-,-,"$8,193",100%
"2,696",The Man,"$8,184",-,-,"$8,184",100%
"2,697",Anatahan,"$8,171","$8,171",100%,-,-
"2,698",The Striving,"$8,134",-,-,"$8,134",100%
"2,699",From Nowhere,"$8,109","$8,109",100%,-,-
"2,700",Out of Thin Air,"$8,083",-,-,"$8,083",100%
"2,701",Çünkü Onu Çok Sevdim,"$8,045",-,-,"$8,045",100%
"2,702",Keshava,"$7,957",-,-,"$7,957",100%
"2,703",Ama-San,"$7,948",-,-,"$7,948",100%
"2,704",Mahanubhavudu,"$7,938",-,-,"$7,938",100%
"2,705",Night on Earth 2017 Re-release,"$7,893",-,-,"$7,893",100%
"2,706",51 Por Ciento Boca,"$7,892",-,-,"$7,892",100%
"2,707",Doom of Humanity,"$7,876",-,-,"$7,876",100%
"2,708",Swept Away,"$7,876","$7,876",100%,-,-
"2,709",The Ballad of Lefty Brown,"$7,856","$7,856",100%,-,-
"2,710",A Moving Image,"$7,807",-,-,"$7,807",100%
"2,711",Maurizio Cattelan: Be Right Back,"$7,706","$7,706",100%,-,-
"2,712",The House Next Door,"$7,699",-,-,"$7,699",100%
"2,713",Running Shaadi,"$7,674",-,-,"$7,674",100%
"2,714",Struggle for Life 2017 Re-release,"$7,663",-,-,"$7,663",100%
"2,715",A Change in the Weather,"$7,657",-,-,"$7,657",100%
"2,716",First Law,"$7,631",-,-,"$7,631",100%
"2,717",Necronomicón,"$7,617",-,-,"$7,617",100%
"2,718",Dugun Dernek 3,"$7,580",-,-,"$7,580",100%
"2,719",Al Jawla Al Akheera,"$7,570",-,-,"$7,570",100%
"2,720",Ali: Fear Eats the Soul,"$7,554",-,-,"$7,554",100%
"2,721",The Wrong Light,"$7,553","$7,553",100%,-,-
"2,722",Street of Shame,"$7,549",-,-,"$7,549",100%
"2,723",Train Driver's Diary,"$7,536",-,-,"$7,536",100%
"2,724",Birthright: A War Story,"$7,519","$7,519",100%,-,-
"2,725",Fin de Semana,"$7,458",-,-,"$7,458",100%
"2,726",Virality,"$7,426",-,-,"$7,426",100%
"2,727",Come On Murderer: The Legendary Thief,"$7,402",-,-,"$7,402",100%
"2,728",Big Time,"$7,347","$7,347",100%,-,-
"2,729",Anchors Up: Boat to the Rescue,"$7,338",-,-,"$7,338",100%
"2,730",Körfez,"$7,337",-,-,"$7,337",100%
"2,731",Wake Me Up,"$7,328",-,-,"$7,328",100%
"2,732",Another WolfCop,"$7,285","$7,285",100%,-,-
"2,733",The Broken 2017 Re-release,"$7,284",-,-,"$7,284",100%
"2,734",Little Crusader,"$7,228",-,-,"$7,228",100%
"2,735",Summer Interlude,"$7,200",-,-,"$7,200",100%
"2,736",Nokia Mobile: We Were Connecting People,"$7,194",-,-,"$7,194",100%
"2,737",La muerte de Marga Maier,"$7,148",-,-,"$7,148",100%
"2,738",Cam Yarmasi,"$7,120",-,-,"$7,120",100%
"2,739",The Reagan Show,"$7,109","$5,500",77.4%,"$1,609",22.6%
"2,740",The Jazz Funeral,"$7,103","$7,103",100%,-,-
"2,741",Anina provizija,"$7,096",-,-,"$7,096",100%
"2,742",The Dark Below,"$7,095","$7,095",100%,-,-
"2,743",Winter Light,"$7,095",-,-,"$7,095",100%
"2,744",La Scala: The Thieving Magpie,"$7,074",-,-,"$7,074",100%
"2,745",Blood Money 2017 Re-release,"$7,042",-,-,"$7,042",100%
"2,746",Kaleidoscope,"$6,980",-,-,"$6,980",100%
"2,747",Tears of the Yang-Tse,"$6,962",-,-,"$6,962",100%
"2,748",Angry Indian Goddesses 2017 Re-release,"$6,940",-,-,"$6,940",100%
"2,749",A Kind of Loving,"$6,912","$6,912",100%,-,-
"2,750",To Kill a Mockingbird 2017 Re-release,"$6,909",-,-,"$6,909",100%
