Rank,Release Group,Worldwide,Domestic,%,Foreign,%
690,Blue,"$2,038,579",-,-,"$2,038,579",100%
691,Mr. Hurt,"$2,035,200",-,-,"$2,035,200",100%
692,Love Is a Broadway Hit,"$2,022,609",-,-,"$2,022,609",100%
693,Corporate,"$2,019,265",-,-,"$2,019,265",100%
694,The Whiskey Bandit,"$2,003,742",-,-,"$2,003,742",100%
695,Ernest et Célestine en hiver,"$1,991,734",-,-,"$1,991,734",100%
696,The Trip to Spain,"$1,988,841","$1,157,604",58.2%,"$831,237",41.8%
697,Accidental Family,"$1,988,694",-,-,"$1,988,694",100%
698,Summer 1993,"$1,983,149","$185,903",9.4%,"$1,797,246",90.6%
699,Lord of Shanghai,"$1,979,066",-,-,"$1,979,066",100%
700,"Stars 80, la suite","$1,978,927",-,-,"$1,978,927",100%
701,Como se Tornar o Pior Aluno da Escola,"$1,971,484",-,-,"$1,971,484",100%
702,A Boy Who Wished to Be Okuda Tamio and a Girl Who Drove All Men Crazy,"$1,969,052",-,-,"$1,969,052",100%
703,Misfit,"$1,963,049",-,-,"$1,963,049",100%
704,Menashe,"$1,962,265","$1,703,036",86.8%,"$259,229",13.2%
705,Firangi,"$1,955,266",-,-,"$1,955,266",100%
706,The Bachelor 2,"$1,954,469",-,-,"$1,954,469",100%
707,A Ghost Story,"$1,951,683","$1,596,371",81.8%,"$355,312",18.2%
708,The Stand-In Thief,"$1,945,971",-,-,"$1,945,971",100%
709,Marie Curie: The Courage of Knowledge,"$1,944,392","$127,986",6.6%,"$1,816,406",93.4%
710,Kazantzakis,"$1,944,344",-,-,"$1,944,344",100%
711,In and Out,"$1,943,343",-,-,"$1,943,343",100%
712,Barkley,"$1,926,435",-,-,"$1,926,435",100%
713,Jane,"$1,921,221","$1,723,379",89.7%,"$197,842",10.3%
714,Jungle,"$1,906,640",-,-,"$1,906,640",100%
715,Absurd Accident,"$1,905,999",-,-,"$1,905,999",100%
716,Tuintje in mijn hart,"$1,905,084",-,-,"$1,905,084",100%
717,Professor Marston & the Wonder Women,"$1,899,615","$1,584,759",83.4%,"$314,856",16.6%
718,Valley of the Wolves: Homeland,"$1,893,015",-,-,"$1,893,015",100%
719,La Historia Du Un Amor,"$1,890,232",-,-,"$1,890,232",100%
720,Zhizn vperedi,"$1,889,263",-,-,"$1,889,263",100%
721,Silent Night,"$1,888,044",-,-,"$1,888,044",100%
722,Time of happiness,"$1,877,234",-,-,"$1,877,234",100%
723,Last Flag Flying,"$1,872,950","$965,481",51.5%,"$907,469",48.5%
724,Escape Room,"$1,870,824",-,-,"$1,870,824",100%
725,Monster Island,"$1,863,643",-,-,"$1,863,643",100%
726,Sonsuz Ask,"$1,861,593",-,-,"$1,861,593",100%
727,Death Ouija 2,"$1,854,170",-,-,"$1,854,170",100%
728,Love Over Distance,"$1,836,193",-,-,"$1,836,193",100%
729,Human Flow,"$1,824,537","$527,845",28.9%,"$1,296,692",71.1%
730,Dummie the Mummy and the Tomb of Achnetut,"$1,823,711",-,-,"$1,823,711",100%
731,Ay Lav Yu Tuu,"$1,815,484",-,-,"$1,815,484",100%
732,Bella Donna's,"$1,807,505",-,-,"$1,807,505",100%
733,Trouble Makers,"$1,806,679",-,-,"$1,806,679",100%
734,Spy Nation 2017 Re-release,"$1,798,360",-,-,"$1,798,360",100%
735,While the Wolf's Away,"$1,791,561",-,-,"$1,791,561",100%
736,Caccia al tesoro,"$1,786,335",-,-,"$1,786,335",100%
737,The Ritual,"$1,785,977",-,-,"$1,785,977",100%
738,"Six Years, Six Days","$1,785,824",-,-,"$1,785,824",100%
739,Song to Song,"$1,778,021","$443,684",25%,"$1,334,337",75%
740,Tom of Finland,"$1,776,931","$378,296",21.3%,"$1,398,635",78.7%
741,Los que aman odian,"$1,764,833",-,-,"$1,764,833",100%
742,Family Heist,"$1,764,140",-,-,"$1,764,140",100%
743,Yol Ayrimi,"$1,761,937",-,-,"$1,761,937",100%
744,Teo-ning-me-ca-deu-W: Beul-laek-mi-leo-ui Bu-hwal,"$1,759,462",-,-,"$1,759,462",100%
745,Nobody's Perfect!,"$1,746,269",-,-,"$1,746,269",100%
746,Some Like It Veiled,"$1,738,143",-,-,"$1,738,143",100%
747,Kardesim Benim 2,"$1,732,579",-,-,"$1,732,579",100%
748,Spunti na vode,"$1,728,483",-,-,"$1,728,483",100%
749,3 Million Euros,"$1,711,435",-,-,"$1,711,435",100%
750,A Special Lady,"$1,710,852",-,-,"$1,710,852",100%
751,Ni ruo an hao,"$1,706,807",-,-,"$1,706,807",100%
752,Escape Room,"$1,696,568",-,-,"$1,696,568",100%
753,Dunkirk 2017 Re-release,"$1,695,119","$1,695,119",100%,-,-
754,Sammen om drømmen,"$1,695,072",-,-,"$1,695,072",100%
755,Three Changes,"$1,689,967",-,-,"$1,689,967",100%
756,Slamma Jamma,"$1,687,000","$1,687,000",100%,-,-
757,Final Portrait,"$1,677,835","$461,972",27.5%,"$1,215,863",72.5%
758,The Last Point,"$1,668,811",-,-,"$1,668,811",100%
759,Love and Bullets,"$1,668,753",-,-,"$1,668,753",100%
760,Ekspedisjon Knerten,"$1,663,530",-,-,"$1,663,530",100%
761,Gulu Mermaid 2,"$1,653,264",-,-,"$1,653,264",100%
762,The Little Hours,"$1,647,175","$1,647,175",100%,-,-
763,Happy Burnout,"$1,645,234",-,-,"$1,645,234",100%
764,The Mansion,"$1,644,818",-,-,"$1,644,818",100%
765,A Family Man,"$1,641,235",-,-,"$1,641,235",100%
766,Klases susitikimas. Berniukai sugrizta!,"$1,637,947",-,-,"$1,637,947",100%
767,China Salesman,"$1,637,776",-,-,"$1,637,776",100%
768,Únos,"$1,633,936",-,-,"$1,633,936",100%
769,Zombillénium,"$1,631,090",-,-,"$1,631,090",100%
770,Sansimi Seveyim,"$1,629,485",-,-,"$1,629,485",100%
771,The Eternal Road,"$1,622,834",-,-,"$1,622,834",100%
772,Rammstein: Paris,"$1,619,505",-,-,"$1,619,505",100%
773,Walk With Me,"$1,606,705","$726,726",45.2%,"$879,979",54.8%
774,"Ron Goossens, Low Budget Stuntman","$1,598,966",-,-,"$1,598,966",100%
775,Dance Academy: The Movie,"$1,586,858",-,-,"$1,586,858",100%
776,Internet: O Filme,"$1,586,793",-,-,"$1,586,793",100%
777,The Stray,"$1,579,440","$1,579,440",100%,-,-
778,El tamaño sí importa,"$1,575,662",-,-,"$1,575,662",100%
779,Genesis: Paradise Lost,"$1,575,000","$1,575,000",100%,-,-
780,All or Nothing 2017 Re-release,"$1,572,288",-,-,"$1,572,288",100%
781,Il colore nascosto delle cose,"$1,567,686",-,-,"$1,567,686",100%
782,Road to Mars,"$1,566,627",-,-,"$1,566,627",100%
783,Hot Sweet Sour,"$1,556,617",-,-,"$1,556,617",100%
784,Inference Notes,"$1,550,186",-,-,"$1,550,186",100%
785,Defenders,"$1,549,782",-,-,"$1,549,782",100%
786,"Hayflower, Quiltshoe and the Rubens Brothers","$1,539,956",-,-,"$1,539,956",100%
787,Siccin 4,"$1,535,095",-,-,"$1,535,095",100%
788,One Day,"$1,534,329",-,-,"$1,534,329",100%
789,Gold,"$1,528,185","$5,539",0.4%,"$1,522,646",99.6%
790,Everyday Heroes,"$1,517,093",-,-,"$1,517,093",100%
791,Divórcio,"$1,514,777",-,-,"$1,514,777",100%
792,Casper and Emma Go Hiking,"$1,500,890",-,-,"$1,500,890",100%
793,Mully,"$1,489,771","$1,489,771",100%,-,-
794,Magical Girl Lyrical Nanoha: Reflection,"$1,488,577",-,-,"$1,488,577",100%
795,Lilly's Bewitched Christmas,"$1,485,785",-,-,"$1,485,785",100%
796,My Pet Dinosaur,"$1,483,677",-,-,"$1,483,677",100%
797,Patti Cake$,"$1,482,356","$800,148",54%,"$682,208",46%
798,Leatherface,"$1,476,843",-,-,"$1,476,843",100%
799,Yurigokoro,"$1,468,983",-,-,"$1,468,983",100%
800,Thelma,"$1,463,727","$147,391",10.1%,"$1,316,336",89.9%
801,Monster Mayhem,"$1,459,015",-,-,"$1,459,015",100%
802,Scribe,"$1,455,120",-,-,"$1,455,120",100%
803,The Firemen,"$1,451,496",-,-,"$1,451,496",100%
804,Konwój,"$1,450,486",-,-,"$1,450,486",100%
805,Trio - Jakten på Olavsskrinet,"$1,450,201",-,-,"$1,450,201",100%
806,Problemos,"$1,450,028",-,-,"$1,450,028",100%
807,4N1K,"$1,444,474",-,-,"$1,444,474",100%
808,Special Encounter,"$1,443,658",-,-,"$1,443,658",100%
809,Soccer Killer,"$1,440,968",-,-,"$1,440,968",100%
810,Lighting Dindin,"$1,440,189",-,-,"$1,440,189",100%
811,My Friend Dahmer,"$1,436,751","$1,361,611",94.8%,"$75,140",5.2%
812,Arrhythmia,"$1,433,366",-,-,"$1,433,366",100%
813,Chef,"$1,431,593",-,-,"$1,431,593",100%
814,Eternal Wave,"$1,427,082",-,-,"$1,427,082",100%
815,Baby Bump(s),"$1,426,900",-,-,"$1,426,900",100%
816,Fairy Tail: Dragon Cry,"$1,420,035","$519,461",36.6%,"$900,574",63.4%
817,Gek van Geluk,"$1,418,659",-,-,"$1,418,659",100%
818,Cumali Ceber,"$1,415,773",-,-,"$1,415,773",100%
819,Mist & the Maiden,"$1,415,750",-,-,"$1,415,750",100%
820,The Tunnel,"$1,385,270",-,-,"$1,385,270",100%
821,Chi m'ha visto,"$1,384,070",-,-,"$1,384,070",100%
822,100% Coco,"$1,379,738",-,-,"$1,379,738",100%
823,Edge of Innocence,"$1,369,687",-,-,"$1,369,687",100%
824,Karsten og Petra lager teater,"$1,347,300",-,-,"$1,347,300",100%
825,Muse,"$1,346,352",-,-,"$1,346,352",100%
826,Infrarouge: À voix haute - La force de la parole,"$1,336,298",-,-,"$1,336,298",100%
827,Godard Mon Amour,"$1,332,204","$82,264",6.2%,"$1,249,940",93.8%
828,St. Nicholas & the Golden Horseshoe,"$1,323,126",-,-,"$1,323,126",100%
829,Mad World,"$1,322,500",-,-,"$1,322,500",100%
830,Another Shot,"$1,321,360",-,-,"$1,321,360",100%
831,Cingoz Recai,"$1,320,501",-,-,"$1,320,501",100%
832,Lo más sencillo es complicarlo todo,"$1,312,188",-,-,"$1,312,188",100%
833,Revenge Girl,"$1,302,754",-,-,"$1,302,754",100%
834,Only the Wind Knows,"$1,302,670",-,-,"$1,302,670",100%
835,Doubutsu Sentai Zyuohger vs. Ninninger the Movie: Super Sentai's Message from the Future,"$1,301,471",-,-,"$1,301,471",100%
836,The Room 2017 Re-release,"$1,301,103","$549,602",42.2%,"$751,501",57.8%
837,All That Divides Us,"$1,295,900",-,-,"$1,295,900",100%
838,Tisbah ala Khair,"$1,287,673",-,-,"$1,287,673",100%
839,Akira 2017 Re-release,"$1,284,376",-,-,"$1,284,376",100%
840,The Women's Balcony,"$1,272,517","$1,200,885",94.4%,"$71,632",5.6%
841,Lyubov s ogranicheniyami,"$1,262,696",-,-,"$1,262,696",100%
842,Chonda Pierce: Enough,"$1,260,116","$1,260,116",100%,-,-
843,La colle,"$1,255,399",-,-,"$1,255,399",100%
844,Plan de fuga,"$1,253,363",-,-,"$1,253,363",100%
845,Xiao wu yi da po tong wang zhen,"$1,251,378",-,-,"$1,251,378",100%
846,Slumber,"$1,243,832",-,-,"$1,243,832",100%
847,1945,"$1,240,663","$1,006,193",81.1%,"$234,470",18.9%
848,Keeping Up with the Kandasamys,"$1,233,315",-,-,"$1,233,315",100%
849,True to the Game,"$1,231,040","$1,231,040",100%,-,-
850,Steve McQueen: American Icon,"$1,229,782","$1,229,782",100%,-,-
851,Elementary,"$1,225,280",-,-,"$1,225,280",100%
852,K.O.,"$1,219,858",-,-,"$1,219,858",100%
853,Surf's Up 2: WaveMania,"$1,213,943",-,-,"$1,213,943",100%
854,The Door,"$1,213,654",-,-,"$1,213,654",100%
855,Free! Timeless Medley: The Promise,"$1,204,708",-,-,"$1,204,708",100%
856,Oteki Taraf,"$1,197,507",-,-,"$1,197,507",100%
857,Spirited Away 2017 Re-release,"$1,196,791","$1,196,791",100%,-,-
858,Godless Youth,"$1,192,197",-,-,"$1,192,197",100%
859,Tutto quello che vuoi,"$1,191,233",-,-,"$1,191,233",100%
860,Tarapaty,"$1,189,638",-,-,"$1,189,638",100%
861,Shubh Mangal Savdhan,"$1,188,541","$689,874",58%,"$498,667",42%
862,Como matar a un esposo muerto,"$1,187,935",-,-,"$1,187,935",100%
863,The Prize,"$1,186,734",-,-,"$1,186,734",100%
864,Deli Ask,"$1,185,579",-,-,"$1,185,579",100%
865,Eva,"$1,184,348",-,-,"$1,184,348",100%
866,Bikers,"$1,182,035",-,-,"$1,182,035",100%
867,Het Verlangen,"$1,177,262",-,-,"$1,177,262",100%
868,Number One,"$1,173,243",-,-,"$1,173,243",100%
869,March Comes in Like a Lion,"$1,172,600",-,-,"$1,172,600",100%
870,I am a Doctor,"$1,167,451",-,-,"$1,167,451",100%
871,Mr. No Problem,"$1,164,932",-,-,"$1,164,932",100%
872,If I were a boy,"$1,162,912",-,-,"$1,162,912",100%
873,The Last Face,"$1,161,751",-,-,"$1,161,751",100%
874,Secret Fruit,"$1,159,373",-,-,"$1,159,373",100%
875,Napping Princess,"$1,156,847","$48,198",4.2%,"$1,108,649",95.8%
876,Hep Yek 2,"$1,156,461",-,-,"$1,156,461",100%
877,Jagga Jasoos,"$1,154,862","$861,740",74.6%,"$293,122",25.4%
878,Step,"$1,152,839","$1,146,292",99.4%,"$6,547",0.6%
879,Vivegam,"$1,151,913",-,-,"$1,151,913",100%
880,Voor elkaar gemaakt,"$1,151,240",-,-,"$1,151,240",100%
881,The Preparation,"$1,151,120",-,-,"$1,151,120",100%
882,"El que busca, encuentra","$1,149,667",-,-,"$1,149,667",100%
883,Kötü Çocuk,"$1,147,845",-,-,"$1,147,845",100%
884,Growing Pains,"$1,145,984",-,-,"$1,145,984",100%
885,Zero 3,"$1,142,638",-,-,"$1,142,638",100%
886,Fathom Premieres 6 Below: Miracle on the Mountain,"$1,135,531","$14,838",1.3%,"$1,120,693",98.7%
887,The Time of Their Lives,"$1,125,526",-,-,"$1,125,526",100%
888,Fate/kaleid liner Prisma Illya,"$1,118,410",-,-,"$1,118,410",100%
889,David Loman 2 2017 Re-release,"$1,118,155",-,-,"$1,118,155",100%
890,The Movie of My Life,"$1,114,594",-,-,"$1,114,594",100%
891,Crash Test Aglaé,"$1,110,613",-,-,"$1,110,613",100%
892,Columbus,"$1,093,077","$1,017,107",93%,"$75,970",7%
893,Bombshell: The Hedy Lamarr Story,"$1,092,277","$820,300",75.1%,"$271,977",24.9%
894,El Coco 2,"$1,091,959",-,-,"$1,091,959",100%
895,Maryline,"$1,090,283",-,-,"$1,090,283",100%
896,K3 Love Cruise,"$1,082,936",-,-,"$1,082,936",100%
897,Munthirivallikal Thalirkkumbol,"$1,077,480",-,-,"$1,077,480",100%
898,Neurotic Quest for Serenity,"$1,073,608",-,-,"$1,073,608",100%
899,Omicidio all'italiana,"$1,042,265",-,-,"$1,042,265",100%
900,Spark: A Space Tail,"$1,040,689","$196,458",18.9%,"$844,231",81.1%
901,Come Across Love: Bu Qi Er Yu,"$1,039,439",-,-,"$1,039,439",100%
902,Spoor,"$1,037,551",-,-,"$1,037,551",100%
903,All the Way to Bloom,"$1,034,133",-,-,"$1,034,133",100%
904,Pappa pia,"$1,032,951",-,-,"$1,032,951",100%
905,Little Lucky,"$1,029,983",-,-,"$1,029,983",100%
906,The Promise,"$1,028,708",-,-,"$1,028,708",100%
907,Firildak Ailesi,"$1,025,750",-,-,"$1,025,750",100%
908,Casablanca 2017 Re-release,"$1,024,560","$1,024,560",100%,-,-
909,Maze,"$1,022,664",-,-,"$1,022,664",100%
910,David Gilmour: Live At Pompeii,"$1,022,648",-,-,"$1,022,648",100%
911,Mission Pays Basque,"$1,021,120",-,-,"$1,021,120",100%
912,Golden Years,"$1,013,214",-,-,"$1,013,214",100%
913,Sen Kiminle Dans Ediyorsun,"$1,010,493",-,-,"$1,010,493",100%
914,Part-time Spy,"$1,007,301",-,-,"$1,007,301",100%
915,Ghost House,"$1,004,155",-,-,"$1,004,155",100%
916,The Workshop,"$1,000,056","$22,061",2.2%,"$977,995",97.8%
917,Don't Tell Her,"$995,651",-,-,"$995,651",100%
918,Usted No Sabe Quien Soy Yo 2,"$993,399",-,-,"$993,399",100%
919,Beyond Skyline,"$992,181",-,-,"$992,181",100%
920,Big Bang Made the Movie 2017 Re-release,"$986,569",-,-,"$986,569",100%
921,Nove lune e mezza,"$979,703",-,-,"$979,703",100%
922,Tobot Movie: Attack of Robot Force,"$971,479",-,-,"$971,479",100%
923,New Year's Stir,"$965,440",-,-,"$965,440",100%
924,The Greater Father,"$960,748",-,-,"$960,748",100%
925,La Melodie,"$957,355",-,-,"$957,355",100%
926,No Country for Young Men,"$957,136",-,-,"$957,136",100%
927,Free! Timeless Medley: The Bond,"$956,904",-,-,"$956,904",100%
928,Ketenpere,"$947,798",-,-,"$947,798",100%
929,Indu Sarkar,"$947,771",-,-,"$947,771",100%
930,Under the Tree,"$944,991","$67,596",7.2%,"$877,395",92.8%
931,Rebel in the Rye,"$944,370","$378,294",40.1%,"$566,076",59.9%
932,Afterimage,"$943,029","$33,443",3.5%,"$909,586",96.5%
933,Rattrapage,"$940,985",-,-,"$940,985",100%
934,Landline,"$940,854","$940,854",100%,-,-
935,Ayla: The Daughter of War,"$936,195",-,-,"$936,195",100%
936,Rescue Under Fire,"$933,954",-,-,"$933,954",100%
937,Ali's Wedding,"$927,845",-,-,"$927,845",100%
938,Paradise,"$921,242","$14,873",1.6%,"$906,369",98.4%
939,Job Hunter,"$917,346",-,-,"$917,346",100%
940,A Man of Integrity,"$915,073",-,-,"$915,073",100%
941,Classe Z,"$912,713",-,-,"$912,713",100%
942,Casi leyendas,"$910,005",-,-,"$910,005",100%
943,Bitter Harvest,"$904,399","$557,241",61.6%,"$347,158",38.4%
944,The Myths,"$902,684",-,-,"$902,684",100%
945,Bingo: The King of the Mornings,"$899,782",-,-,"$899,782",100%
946,House of the Disappeared,"$897,077",-,-,"$897,077",100%
947,The Grudge,"$886,183",-,-,"$886,183",100%
948,Cyborgs: Heroes Never Die,"$884,894",-,-,"$884,894",100%
949,Take Off,"$884,267",-,-,"$884,267",100%
950,Il permesso - 48 ore fuori,"$882,204",-,-,"$882,204",100%
951,Back in Business,"$878,645",-,-,"$878,645",100%
952,The Polar Express 2017 IMAX Release,"$875,150","$875,150",100%,-,-
953,The Monkey and the Mouth,"$866,163",-,-,"$866,163",100%
954,The Giant,"$860,750",-,-,"$860,750",100%
955,Wild Mouse,"$860,046",-,-,"$860,046",100%
956,The Reservoir Game,"$858,921",-,-,"$858,921",100%
957,Case Closed: Episode One - The Great Detective Turned Small,"$856,088",-,-,"$856,088",100%
958,Once Upon a Time in Venice,"$855,888",-,-,"$855,888",100%
959,Moomins and the Winter Wonderland,"$853,811",-,-,"$853,811",100%
960,Frightening Embroidery Shoes,"$851,257",-,-,"$851,257",100%
961,Armero,"$849,857",-,-,"$849,857",100%
962,Vasco Modena Park,"$849,124",-,-,"$849,124",100%
963,Wilson,"$848,646","$653,951",77.1%,"$194,695",22.9%
964,Pork Pie,"$847,307",-,-,"$847,307",100%
965,It's All About Karma,"$846,581",-,-,"$846,581",100%
966,La vallée des loups,"$846,012",-,-,"$846,012",100%
967,Xue lu xue lu,"$844,806",-,-,"$844,806",100%
968,Misbehavior,"$842,596",-,-,"$842,596",100%
969,Mobile Suit Gundam: The Origin V - Clash at Loum,"$840,973",-,-,"$840,973",100%
970,Anchors Up,"$836,791",-,-,"$836,791",100%
971,Open Water 3: Cage Dive,"$836,413",-,-,"$836,413",100%
972,The Exception,"$834,572","$708,973",85%,"$125,599",15%
973,Fireman Sam: Alien Alert,"$831,921",-,-,"$831,921",100%
974,The Dreaming Man,"$828,455",-,-,"$828,455",100%
975,Hetian Jade Legend,"$826,149",-,-,"$826,149",100%
976,Jomon's Gospels,"$824,647",-,-,"$824,647",100%
977,Inside,"$824,414",-,-,"$824,414",100%
978,DZIDZIO Contrabass,"$822,880",-,-,"$822,880",100%
979,Addio fottuti musi verdi,"$822,764",-,-,"$822,764",100%
980,Reinventing Marvin,"$821,380",-,-,"$821,380",100%
981,Kizumonogatari Part 3: Reiketsu,"$817,874",-,-,"$817,874",100%
982,Aftermath,"$817,874",-,-,"$817,874",100%
983,The Climb,"$817,240",-,-,"$817,240",100%
984,Mindhorn,"$815,829",-,-,"$815,829",100%
985,Duas de Mim,"$808,751",-,-,"$808,751",100%
986,Thondi Muthalum Driksakshiyum,"$803,887",-,-,"$803,887",100%
987,Wakefield,"$798,214","$262,599",32.9%,"$535,615",67.1%
988,PolandJa,"$792,205",-,-,"$792,205",100%
989,Free! Take your Marks,"$791,287",-,-,"$791,287",100%
990,George Takei's Allegiance,"$784,850","$784,850",100%,-,-
991,Ghouls,"$782,438",-,-,"$782,438",100%
992,Just Like Our Parents,"$782,431",-,-,"$782,431",100%
993,The Paris Opera,"$781,039","$55,482",7.1%,"$725,557",92.9%
994,Security,"$776,522",-,-,"$776,522",100%
995,April's Daughter,"$774,882",-,-,"$774,882",100%
996,The Motive,"$772,690",-,-,"$772,690",100%
997,Party Crashers 2,"$771,721",-,-,"$771,721",100%
998,OHA Diyorum: The Movie,"$770,738",-,-,"$770,738",100%
999,"Suh-Suh Pyoung, Slowly and Peacefully","$767,716",-,-,"$767,716",100%
"1,000",The Shining 2017 Re-release,"$760,309","$421,572",55.4%,"$338,737",44.6%
"1,001",The Foreigner 2017 Re-release,"$757,178",-,-,"$757,178",100%
"1,002",Tommy's Honour,"$751,345","$569,306",75.8%,"$182,039",24.2%
"1,003",Do It Right,"$744,789",-,-,"$744,789",100%
"1,004",Unexpected Journey,"$738,676",-,-,"$738,676",100%
"1,005",Cold Skin,"$737,478",-,-,"$737,478",100%
"1,006",Uncertain Glory,"$733,586",-,-,"$733,586",100%
"1,007",Bölük,"$731,767",-,-,"$731,767",100%
"1,008",I Remember You,"$728,751",-,-,"$728,751",100%
"1,009",May it Last: A Portrait of the Avett Brothers,"$725,286","$725,286",100%,-,-
"1,010",Cantábrico,"$724,258",-,-,"$724,258",100%
"1,011",20:16,"$722,765",-,-,"$722,765",100%
"1,012",12 Days,"$722,049","$5,204",0.7%,"$716,845",99.3%
"1,013",Thailand Only,"$721,293",-,-,"$721,293",100%
"1,014",Lola Pater,"$721,243",-,-,"$721,243",100%
"1,015",Revive Us 2,"$718,607","$718,607",100%,-,-
"1,016",The Table,"$715,227",-,-,"$715,227",100%
"1,017","Ninguém Entra, Ninguém Sai","$710,929",-,-,"$710,929",100%
"1,018",Open at Night,"$707,875",-,-,"$707,875",100%
"1,019",Countdown to Canelo vs. Golovkin,"$703,396","$703,396",100%,-,-
"1,020",Buena Vista Social Club: Adios,"$701,575","$123,445",17.6%,"$578,130",82.4%
"1,021",Njandukalude Naattil Oridavela,"$701,169",-,-,"$701,169",100%
"1,022",Barbie: Dolphin Magic,"$695,987",-,-,"$695,987",100%
"1,023",The Secret Scripture,"$694,981",-,-,"$694,981",100%
"1,024",Chris Brown: Welcome To My Life,"$693,984","$693,984",100%,-,-
"1,025",Milada,"$692,646",-,-,"$692,646",100%
"1,026",The Stronghold,"$688,806",-,-,"$688,806",100%
"1,027",Yang and His Summer,"$686,594",-,-,"$686,594",100%
"1,028",Hidden Love,"$684,806",-,-,"$684,806",100%
"1,029",Ghost in Barber's,"$683,146",-,-,"$683,146",100%
"1,030",Brigsby Bear,"$681,632","$532,669",78.1%,"$148,963",21.9%
"1,031",All I See Is You,"$678,150","$217,644",32.1%,"$460,506",67.9%
"1,032",The Price of Success,"$677,086",-,-,"$677,086",100%
"1,033",Haunted Sisters,"$677,053",-,-,"$677,053",100%
"1,034","Suicide Made: Kwang-suk, Kim","$676,693",-,-,"$676,693",100%
"1,035",The Secret of S,"$672,565",-,-,"$672,565",100%
"1,036",Gosto Se Discute,"$670,399",-,-,"$670,399",100%
"1,037",Non c'è campo,"$670,209",-,-,"$670,209",100%
"1,038",Cuky Luky film,"$669,640",-,-,"$669,640",100%
"1,039",Emilia,"$669,037",-,-,"$669,037",100%
"1,040",A Nail Clipper Romance,"$663,773",-,-,"$663,773",100%
"1,041",Angamaly Diaries,"$661,915",-,-,"$661,915",100%
"1,042",Khamis wa Jumah: Huroob Ijbari,"$657,601",-,-,"$657,601",100%
"1,043",Snow Lotus,"$656,631",-,-,"$656,631",100%
"1,044",Miami,"$654,019",-,-,"$654,019",100%
"1,045",Whisky Galore,"$653,866","$20,991",3.2%,"$632,875",96.8%
"1,046",Amok,"$652,713",-,-,"$652,713",100%
"1,047",A Violent Life,"$652,303",-,-,"$652,303",100%
"1,048",Singham 2017 Re-release,"$650,841",-,-,"$650,841",100%
"1,049",McLaren,"$642,089",-,-,"$642,089",100%
"1,050",Another Mother's Son,"$639,967",-,-,"$639,967",100%
"1,051",Code Geass: Lelouch of the Re;Surrection,"$639,812",-,-,"$639,812",100%
"1,052",Family of Winners,"$638,695",-,-,"$638,695",100%
"1,053",Snow in Midsummer,"$637,626",-,-,"$637,626",100%
"1,054",Heights,"$637,346",-,-,"$637,346",100%
"1,055",Tumhari Sulu,"$634,114",-,-,"$634,114",100%
"1,056",The Black Prince,"$632,823",-,-,"$632,823",100%
"1,057",Grace Jones: Bloodlight and Bami,"$632,394","$375,208",59.3%,"$257,186",40.7%
"1,058",Fukrey Returns,"$631,495",-,-,"$631,495",100%
"1,059",Jonah: The Musical,"$631,154","$631,154",100%,-,-
"1,060",The Gold Seekers,"$627,902",-,-,"$627,902",100%
"1,061",The Anthem of the Heart,"$626,730",-,-,"$626,730",100%
"1,062",Syu-peo Ppae-kkom: Seu-pa-i Dae-jak-jeon,"$624,763",-,-,"$624,763",100%
"1,063",Expedition Happiness,"$624,733",-,-,"$624,733",100%
"1,064",Conni und Co 2 - Das Geheimnis des T-Rex,"$615,194",-,-,"$615,194",100%
"1,065",Rainbow: A Private Affair,"$614,334",-,-,"$614,334",100%
"1,066",Agente Ñero Ñero 7: Comando Jungla,"$613,149",-,-,"$613,149",100%
"1,067","Tulipani: Liefde, eer en een fiets","$611,008",-,-,"$611,008",100%
"1,068",A Wedding,"$610,876",-,-,"$610,876",100%
"1,069",Sümela'nin Sifresi 3: Cünyor Temel,"$610,815",-,-,"$610,815",100%
"1,070",The Last Suit,"$608,209","$73,548",12.1%,"$534,661",87.9%
"1,071",Unter deutschen Betten,"$607,723",-,-,"$607,723",100%
"1,072",The Sixth Time,"$606,691",-,-,"$606,691",100%
"1,073",Neither Wolf Nor Dog,"$606,511","$606,511",100%,-,-
"1,074",Lahoriye,"$600,376",-,-,"$600,376",100%
"1,075",Damat Takimi,"$595,949",-,-,"$595,949",100%
"1,076",Kamisama Minarai: Himitsu no Cocotama,"$594,847",-,-,"$594,847",100%
"1,077",Many Heavens,"$592,047",-,-,"$592,047",100%
"1,078",Poorna,"$583,012",-,-,"$583,012",100%
"1,079",Ghost Bride,"$582,022",-,-,"$582,022",100%
"1,080",Novitiate,"$580,346","$580,346",100%,-,-
"1,081",Bedeviled,"$579,942",-,-,"$579,942",100%
"1,082",The Family House,"$579,830",-,-,"$579,830",100%
"1,083",Ugly Nasty People,"$575,160",-,-,"$575,160",100%
"1,084",El Paseo De Teresa,"$572,079",-,-,"$572,079",100%
"1,085",Velaikkaran,"$569,727",-,-,"$569,727",100%
"1,086",Ramaleela,"$568,241",-,-,"$568,241",100%
"1,087",Ladies,"$567,945",-,-,"$567,945",100%
"1,088",Kaiketsu Zorori the Movie: Secret Of,"$567,421",-,-,"$567,421",100%
"1,089",Classmates 2: New Turn,"$566,232",-,-,"$566,232",100%
"1,090",Samaritan's Purse presents Facing Darkness,"$555,533","$555,533",100%,-,-
